Life expectancy ,Adult Mortality,GDP
73.8,145,1448.7611
74.2,138,1259.87591
69.1,197,174.6692
73.9,146,989.4547732
73.7,149,873.1472436
72.7,16,837.699787
71.5,175,875.412178
64.1,225,2513.884661
63.8,229,2176.89829
63.5,232,1955.66799
63.2,235,1892.894352
62.7,241,1666.857757
62.5,243,1476.47887
62,248,1226.884381
61.8,251,1291.528826
61.4,254,1115.6952
61,26,893.8793645
67,261,679.7539949
59.7,278,565.569459
59.6,278,477.738478
59.4,277,412.1517561
58.9,283,377.5254454
58.6,284,361.35843
71.6,176,8818.982566
71.4,178,9564.46383
71.2,179,9484.56898
71.3,178,9272.413453
76,187,8318.97692
73,19,833.31332
70,196,7443.85178
69.8,196,6858.163158
69.5,22,5761.39536
69.3,199,527.92
68.9,25,3595.8855
68.3,214,36.48773
68,223,263.1399
67.9,221,2232.513244
67.7,219,1598.77512
67.4,224,1888.61829
58.9,373,3136.92511
58.4,382,3464.35169
57.6,393,3598.75972
56.5,412,3851.51547
55,438,3934.27325
53.6,459,369.239336
52.6,46,332.517125
51.4,477,2842.438422
50,51,347.48798
47.8,564,2937.36723
46,63,2873.862141
45.6,69,2529.633557
45.9,6,22.99449
46.4,587,1324.996228
47.1,568,1437.634951
48.4,536,1637.4567
82.4,53,5585.25847
82.3,54,5918.19898
81.9,57,6283.24522
81.7,57,57134.777
81.7,58,59593.28711
81.5,58,5276.25591
81.4,62,4627.592
81.1,62,55746.84238
89,63,53324.37937
88,64,46256.4716
85,66,4385.35315
83,7,42442.2245
82,69,36961.42537
79.9,71,29571.7446
79.8,73,26969.24457
79.6,73,29283.55
83.4,49,8989.8424
83.2,51,85814.58857
83,52,84658.88768
82.7,54,83164.38795
82.6,55,87998.44468
82.3,57,74276.71842
82.1,6,69672.471
82,6,72119.5687
81.7,63,63223.46778
81.5,65,57348.92788
81.1,66,54797.54663
81,69,53255.97631
85,72,4796.56497
84,74,41336.72192
82,75,38538.64447
79.7,78,37813.23426
73.8,121,258.3529
73.7,123,1762.24617
73.5,127,1577.457182
73.2,131,148.852738
73,134,1253.39143
72.8,135,1263.13455
72.7,135,1258.421953
72.6,136,1177.629268
69.7,161,918.6771543
69.6,162,114.45919
69.3,163,14.214412
68.8,164,954.725253
68.1,166,834.5412953
67.3,171,738.3475227
72.6,136,1177.629268
69.7,161,918.6771543
69.6,162,114.45919
69.3,163,14.214412
68.8,164,954.725253
68.1,166,834.5412953
67.3,171,738.3475227
66.7,174,666.3458569
66.4,178,76.914128
66.1,181,52.35956
65.9,183,44.2872665
65.5,194,337.359236
65.9,177,39.281834
65.2,182,236.314438
64.3,193,189.3878519
64,194,17.8159721
63.7,198,138.436633
74.9,148,5814.863134
74.6,152,5941.8471
74.5,153,6171.262444
74.3,154,5859.915622
74.1,155,5491.159981
73.9,158,575.32176
73.7,16,4212.5492
73.5,162,4378.68746
73.3,165,3972.26475
73,168,3368.952576
72.5,177,2893.651356
71.6,189,2659.83918
71.7,189,2358.93629
71.4,192,296.54617
71.2,194,1893.145377
71.1,194,27.564826
64.3,193,189.3878519
64,194,17.8159721
63.7,198,138.436633
74.9,148,5814.863134
74.6,152,5941.8471
74.5,153,6171.262444
74.3,154,5859.915622
74.1,155,5491.159981
73.9,158,575.32176
73.7,16,4212.5492
73.5,162,4378.68746
73.3,165,3972.26475
73,168,3368.952576
72.5,177,2893.651356
71.6,189,2659.83918
68.3,152,1161.76935
68,155,1153.51578
67.7,158,117.765674
67.4,159,1117.77724
67.2,161,114.56179
66.9,163,849.8626972
66.6,165,757.3114436
66.2,168,643.71911
65.8,173,524.8959363
64.9,186,441.53226
63.7,26,478.331859
62.3,229,467.5438297
61,25,471.4565823
62,261,48.61552
59.4,269,56.4249869
58.7,276,422.28633
59.9,287,551.138346
59.7,285,62.1318489
59.4,287,579.43485
58.9,294,563.6894247
58.3,34,562.3393592
57.4,323,487.9238913
56.7,336,499.6468713
56.2,344,513.391914
55.9,344,42.764743
55.7,345,377.33629
55,357,372.1721837
54.9,355,349.9937253
54.7,355,31.437144
54.7,351,28.832123
54.6,345,26.6394652
54.6,339,26.3932935
73.5,133,493.775387
73.3,135,4192.349758
73.2,137,4266.557174
73,138,451.542462
72.9,14,445.18866
72.8,142,3547.59975
72.5,147,37.846563
72.6,145,3392.64743
72.5,146,2932.315883
72.4,148,2892.522663
72.3,15,2594.74999
72.2,151,2284.37858
72,153,229.714718
71.9,155,1842.44421
71.8,157,1837.977391
71.6,158,263.27236
71.2,17,17321.83373
71.1,171,19325.24283
71,172,1967.83283
78,174,19152.531
76,176,1953.9767
74,179,16683.94578
71,183,1458.8796
69.9,185,21188.11857
69.7,187,1653.1844
69.6,188,1495.96337
69.5,189,12323.1275
69.4,19,129.51914
69.3,191,884.518666
69.2,192,749.626612
69.1,194,6935.721451
69.1,197,643.947262
75.3,1,3828.91589
75.1,12,4271.68172
74.9,13,4199.47253
74.9,13,4137.55421
74.8,13,4256.91279
74.8,12,414.15177
74.7,12,4129.977335
74.7,12,431.9326
74.6,12,3778.184171
74.4,12,3371.71231
74.2,14,3194.562243
74,15,3112.83529
73.7,17,2761.969249
73.5,19,2346.5937
73.2,11,2254.933126
72.9,112,2213.91488
75.8,16,1979.52569
75.5,17,12127.22522
75.2,19,12542.93565
74.8,112,1172.3843
74.5,114,11341.13395
74.2,116,1672.5693
73.9,118,936.499911
73.5,121,185.68975
73.2,124,979.49246
72.8,126,834.869161
72.4,129,7384.354661
72,132,64.72953
71.6,135,4718.51291
71.2,138,366.57
78,14,3119.63716
74,143,4316.553895
66.3,215,6432.668768
66,217,7962.365824
65.4,228,734.42525
65.6,22,6675.262954
65.6,217,5649.978486
65.8,211,4439.23
65.6,215,436.459223
64.5,235,394.467675
64.1,241,26.371428
63.7,245,2136.66815
63.3,248,174.51475
63.5,238,1453.917166
63.4,231,1283.885977
63.3,229,967.917468
64,221,774.4763388
63.8,224,643.17518
62.3,291,693.8963829
61.5,38,719.172669
67,325,662.492293
60,339,647.74741
59.3,347,584.3962137
58.4,362,594.9972557
57.5,378,647.17732
56.3,41,449.6928183
55.5,41,41.858631
54.9,41,336.4593923
53.2,446,315.788227
51.3,485,288.236949
51,53,237.9995917
48.8,523,24.2423229
47.7,539,234.984775
46.6,554,257.63369
71.3,195,2124.662666
78,23,314.658296
71,198,429.71554
77,25,3855.42128
75,24,3569.75727
69.8,212,2965.142365
69.2,231,2545.48341
67.7,273,3891.37823
67.5,277,368.68998
67.7,267,233.18831
67,278,1828.717626
67.4,267,1367.352433
67.6,256,148.522488
67.6,256,879.475486
67.7,253,78.738243
67.5,257,635.789635
78,23,314.658296
71,198,429.71554
77,25,3855.42128
75,24,3569.75727
69.8,212,2965.142365
69.2,231,2545.48341
67.7,273,3891.37823
67.5,277,368.68998
67.7,267,233.18831
67,278,1828.717626
67.4,267,1367.352433
67.6,256,148.522488
67.6,256,879.475486
67.7,253,78.738243
67.5,257,635.789635
77.1,75,3911.74689
76.9,77,44449.7435
76.7,78,4335.64268
76.5,8,42112.23565
76.3,81,4462.3129
76.2,82,3549.14832
76,84,3372.57517
75.8,85,45758.9554
75.6,87,42672.61323
75.4,89,42372.22166
75.3,92,39439.8197
75.1,95,36161.1761
74.9,98,3323.52318
74.7,11,31311.35936
74.5,14,3161.52935
74.2,17,3371.26869
77,116,15524.84247
76.8,117,16737.89827
76.8,117,16881.2568
76.5,118,1592.6819
77,111,14166.4998
76.3,118,11938.212
76.6,118,9415.17386
76.4,119,962.312164
75.4,124,79.69746
76.2,117,5877.87678
75.7,123,522.951116
75.4,122,4117.38853
75.4,121,3622.52284
75.4,124,488.768855
75.2,123,6281.37747
75.1,131,6871.897677
69.4,184,2137.576852
69.2,184,25.448414
69.1,185,197.551233
68.8,184,174.468298
77,116,15524.84247
76.8,117,16737.89827
76.8,117,16881.2568
76.5,118,1592.6819
77,111,14166.4998
76.3,118,11938.212
76.6,118,9415.17386
76.4,119,962.312164
75.4,124,79.69746
76.2,117,5877.87678
75.7,123,522.951116
75.4,122,4117.38853
75.4,121,3622.52284
75.4,124,488.768855
75.2,123,6281.37747
75.1,131,6871.897677
69.4,184,2137.576852
69.2,184,25.448414
69.1,185,197.551233
68.8,184,174.468298
68.5,183,1564.966945
68.3,183,1377.8214
68,183,1213.265328
67.9,184,182.28625
67.8,184,83.476942
67.6,185,654.2838373
67.3,192,546.776852
67.8,183,465.1198869
67.2,183,396.129969
67.1,186,383.3494997
67.4,185,456.734892
67.1,189,558.221144
72,13,285.83414
71.7,134,3148.36513
71.6,135,3167.34356
71.4,138,3158.58688
71.2,141,3275.91684
71,145,2965.82434
78,149,2643.441423
75,153,2697.961375
73,157,2393.367265
71,161,247.97823
69.9,165,1886.433359
69.6,169,1787.94723
69.4,173,158.52724
69.3,176,1353.934819
69.1,179,1362.61731
69,18,1469.849149
67.6,2,948.6592511
67.4,24,88.874858
67.1,29,818.442619
66.8,215,744.7657423
66.5,22,784.9562874
66.2,227,944.81684
65.8,235,154.518572
55,312,426.98537
54.3,321,417.89143
54.2,318,47.5432354
64.8,225,645.4637627
64.2,234,571.1622759
59.8,289,325.3825543
58.5,39,243.326822
57.2,328,193.794956
56,343,161.6266248
55,354,135.7623858
54,363,118.8734466
53.2,369,111.3634356
61.8,33,1313.889646
61.1,314,1738.8822
63,328,185.793359
59.2,349,1734.93612
58.2,366,1644.619672
58,363,1463.213573
57.4,368,1139.11233
55.7,45,1369.68249
52.6,487,114.587985
58,526,13.154199
49.3,554,691.3178164
47.9,578,53.2772217
46.4,64,429.1583434
45.5,69,377.135244
44.6,611,378.2736238
43.8,614,341.955625
67,336,118.69383
59.2,371,127.47462
58,399,111.227396
56.6,429,955.648466
54.9,464,839.927936
52.4,527,713.63562
50,587,65.824121
48.2,632,325.678573
46.6,67,396.9982166
45.4,7,414.796232
44.6,717,444.76575
44.3,723,454.366654
44.5,715,453.3511552
44.8,73,57.34834
45.3,686,548.587312
46,665,547.3588785
81.7,63,63223.46778
81.5,65,57348.92788
81.1,66,54797.54663
81,69,53255.97631
85,72,4796.56497
84,74,41336.72192
82,75,38538.64447
79.7,78,37813.23426
73.8,121,258.3529
73.7,123,1762.24617
73.5,127,1577.457182
73.2,131,148.852738
73,134,1253.39143
72.8,135,1263.13455
44.5,715,453.3511552
44.8,73,57.34834
45.3,686,548.587312
